padd,model,split,mae_kb,rmse_kb,r2,n
2,constrained_level,holdout,2370.3403538134767,3076.538245261492,0.6528542044521457,24
2,forecast_flow_identity,cv,1801.9805835270004,2254.769450883829,0.7576544075361563,120
2,forecast_flow_identity,holdout,1765.3148192987808,2301.298147192823,0.8057625138557156,24
2,neural_network_change,cv,1570.7277735988314,2040.4333128109329,0.8015387820944053,120
2,neural_network_change,holdout,1611.6887787219564,2420.141257005195,0.7851829720591219,24
2,persistence,cv,2436.108333333333,3094.769088047335,0.5434510565991084,120
2,persistence,holdout,3016.875,3877.036480999373,0.44870119875264314,24
2,polynomial_ridge_change,cv,1745.200860955927,2275.880086081333,0.7530951658840324,120
2,polynomial_ridge_change,holdout,1563.2767150724003,2309.413560764094,0.8043901606595366,24
2,random_forest_change,cv,1631.3752631340249,2034.699938731488,0.8026525198290894,120
2,random_forest_change,holdout,1642.180066036786,2475.0387987461836,0.7753267871753448,24
2,ridge_change,cv,1853.9037510662615,2443.9881525852243,0.7152727496675122,120
2,ridge_change,holdout,1786.5885505217873,2449.244672509891,0.7799853412353659,24
2,seasonal_naive,cv,2894.525,3808.6376052774217,0.30853509300553106,120
2,seasonal_naive,holdout,1531.9583333333333,1949.9891773203938,0.8605393532043373,24
2,seasonal_ridge_change,cv,1748.0602503177577,2382.520923941086,0.7294146444384153,120
2,seasonal_ridge_change,holdout,1705.8648965107532,2433.332110255359,0.7828348924737404,24
2,selected_padd_models,cv,1570.7277735988314,2040.4333128109329,0.8015387820944053,120
2,selected_padd_models,holdout,1611.6887787219564,2420.141257005195,0.7851829720591219,24
2,spline_ridge_change,cv,1700.536437552776,2218.2287179791465,0.7654456517197245,120
2,spline_ridge_change,holdout,1526.4743768307183,2345.490162582183,0.7982309706931519,24
2,xgboost_change,cv,1631.0398111979166,2085.1183492684922,0.7927510868351685,120
2,xgboost_change,holdout,1625.5838216145833,2401.6831699050076,0.7884472366710186,24
3,constrained_level,cv,2741.950134250803,3470.5724305978824,0.3483385072092301,120
3,constrained_level,holdout,2865.9891749102153,3387.5905296786486,0.35007245296287093,24
3,forecast_flow_identity,cv,2814.376853867064,3594.966851635275,0.30078680671995706,120
3,forecast_flow_identity,holdout,2594.050804978413,3348.4281472572493,0.3650126220028629,24
3,neural_network_change,cv,2382.6182774051017,3107.00605904621,0.4777192317702935,120
3,neural_network_change,holdout,2455.9905655713865,2995.887609785991,0.4916835571284367,24
3,persistence,cv,2730.6583333333333,3553.283576496534,0.3169074151044319,120
3,persistence,holdout,3304.7916666666665,4089.5620333967304,0.05281082686982874,24
3,polynomial_ridge_change,cv,2404.3267631433305,3157.9456458135114,0.4604531823798762,120
3,polynomial_ridge_change,holdout,2665.0670047470794,3163.662458044469,0.4331561925057874,24
3,random_forest_change,cv,2474.1426040003366,3178.7361680973972,0.45332551977643876,120
3,random_forest_change,holdout,2619.61715999596,3035.9683022444565,0.47799148118324053,24
3,ridge_change,cv,2359.1343706863254,3157.8146770237845,0.46049793446640197,120
3,ridge_change,holdout,2710.118988076907,3238.0326478330785,0.4061926468479091,24
3,seasonal_naive,cv,3360.85,4348.411554809411,-0.023012914053629707,120
3,seasonal_naive,holdout,3214.25,3672.9000462849517,0.23598595205417905,24
3,seasonal_ridge_change,cv,2404.3267631433305,3157.9456458135114,0.4604531823798762,120
3,seasonal_ridge_change,holdout,2665.067004747079,3163.6624580444677,0.43315619250578785,24
3,selected_padd_models,cv,2359.1343706863254,3157.8146770237845,0.46049793446640197,120
3,selected_padd_models,holdout,2710.118988076907,3238.0326478330785,0.4061926468479091,24
3,spline_ridge_change,cv,2418.093669615426,3133.697462207152,0.4687071569233875,120
3,spline_ridge_change,holdout,2604.291325626797,3119.385339244568,0.4489117161192483,24
3,xgboost_change,cv,2497.591731770833,3243.356404147162,0.4308730078644539,120
3,xgboost_change,holdout,2686.3076171875,3142.248442731881,0.44080386116680503,24
4,constrained_level,cv,387.06881986405244,492.98126107573233,0.5006649096368974,120
4,constrained_level,holdout,437.8788695206258,582.4030270582542,0.5482450009039207,24
4,forecast_flow_identity,cv,378.096704106856,474.1651332957417,0.5380547606555218,120
4,forecast_flow_identity,holdout,408.0041134494664,562.4387139632728,0.5786857648686086,24
4,neural_network_change,cv,341.47034477884534,438.0939906724935,0.605664518315757,120
4,neural_network_change,holdout,321.0335410651426,468.3489678782467,0.7078574235985419,24
4,persistence,cv,377.96666666666664,494.03326473696757,0.49853151077333213,120
4,persistence,holdout,467.625,645.1759772857841,0.44561420137440944,24
4,polynomial_ridge_change,cv,348.4657815557018,451.7851610894131,0.5806320962717888,120
4,polynomial_ridge_change,holdout,387.6210259111455,539.1401055358123,0.6128680647054396,24
4,random_forest_change,cv,344.63777322106563,441.9246641324308,0.5987382665286531,120
4,random_forest_change,holdout,341.8384094095241,522.4892915170361,0.63641119064702,24
4,ridge_change,cv,367.5361098306153,471.68667367605013,0.5428713121678543,120
4,ridge_change,holdout,433.55654931352484,589.8576549030437,0.5366062630612509,24
4,seasonal_naive,cv,567.9916666666667,727.8916414320655,-0.08859097266219718,120
4,seasonal_naive,holdout,375.0416666666667,428.63363338248047,0.7553032443535542,24
4,seasonal_ridge_change,cv,348.4657815557018,451.7851610894131,0.5806320962717888,120
4,seasonal_ridge_change,holdout,387.6210259111455,539.1401055358123,0.6128680647054396,24
4,selected_padd_models,cv,340.5110148111979,436.5512614373505,0.6084368993329461,120
4,selected_padd_models,holdout,342.2127278645833,507.05711320648595,0.6575718345604863,24
4,spline_ridge_change,cv,348.09515885513537,445.7581829585683,0.59174650362954,120
4,spline_ridge_change,holdout,377.7346589427293,520.1636962881986,0.6396406486399215,24
4,xgboost_change,cv,340.5110148111979,436.5512614373505,0.6084368993329461,120
4,xgboost_change,holdout,342.2127278645833,507.05711320648595,0.6575718345604863,24
5,constrained_level,cv,1265.6699871614865,1613.9082390531262,0.32372009207451513,120
5,constrained_level,holdout,997.2644131285821,1276.0462040547322,0.3297226098422562,24
5,forecast_flow_identity,cv,1333.118553773372,1703.37212222676,0.2466654637594844,120
5,forecast_flow_identity,holdout,1196.015074421311,1475.6099537785371,0.10367621240620262,24
5,neural_network_change,cv,1172.3412021434294,1508.3844895898828,0.4092646998264382,120
5,neural_network_change,holdout,1609.7132517844705,2280.3948134047696,-1.1406312404245424,24
5,persistence,cv,1396.9,1755.4334412522358,0.19991239485401746,120
5,persistence,holdout,1389.0833333333333,1557.9502559452917,0.0008540233322709145,24
5,polynomial_ridge_change,cv,1176.7562018879942,1486.3977714010844,0.4263606982630893,120
5,polynomial_ridge_change,holdout,1112.7300506592085,1395.3910829946585,0.19848130434093747,24
5,random_forest_change,cv,1091.7056960645562,1442.6630068839431,0.45962083140527765,120
5,random_forest_change,holdout,1061.087255124096,1271.8019176913222,0.3341740443104808,24
5,ridge_change,cv,1227.567438919577,1569.337360196004,0.3605575923842742,120
5,ridge_change,holdout,834.8075112770229,1137.2640804520263,0.46759219297538657,24
5,seasonal_naive,cv,1671.525,2168.9921680356524,-0.22147554137025072,120
5,seasonal_naive,holdout,1819.75,2011.5943303757842,-0.6657222079150134,24
5,seasonal_ridge_change,cv,1176.7562018879942,1486.3977714010844,0.4263606982630893,120
5,seasonal_ridge_change,holdout,1112.7300506592094,1395.3910829946594,0.19848130434093647,24
5,selected_padd_models,cv,1091.7056960645562,1442.6630068839431,0.45962083140527765,120
5,selected_padd_models,holdout,1061.087255124096,1271.8019176913222,0.3341740443104808,24
5,spline_ridge_change,cv,1180.6669243631284,1565.462538728721,0.3637113646431862,120
5,spline_ridge_change,holdout,1107.5175300463418,1625.64778896138,-0.08786420124821848,24
5,xgboost_change,cv,1113.9505533854167,1457.5333720328183,0.4484234145481377,120
5,xgboost_change,holdout,1112.4306640625,1304.0503831182398,0.2999798968477233,24
